time,user,place,text
Sat Jan 01 18:28:45 +0000 2022,javadazamzadeh,"Udine, Friuli-Venezia Giulia",@kucoincom \xf0\x9f\x9a\xa8#saitama to the moon! We are the champions \xf0\x9f\x93\x88\xf0\x9f\x9a\x80\xf0\x9f\x98\x89\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\xf0\x9f\x92\x8e\n#saitamask\n#Wolfpack\n#SaitaCity\n@saitamapersian\n@InuSaitama\xf0\x9f\x90\xba\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8\xe2\x9c\x85 https://t.co/5BJKvDyMOh
Sat Jan 01 18:28:45 +0000 2022,Jaram2323,"Houston, TX","Happy 2022 to you and yours from @laurarjara and I. We wish you #health, #wealth, #love, #happinesss  and #peace. Cheers! https://t.co/3On73NkqQT"
Sat Jan 01 18:28:45 +0000 2022,big_felladrink1,"Indianapolis, IN",@JohnDicko @Missingmogwai @julie_cooling @ann_butler23 @DavidBu67718114 @Chris_Alex @forge_felix @sewphillippa @LodgeDigital @andyflyfisher Good bud .. enjoy for sure.
Sat Jan 01 18:28:45 +0000 2022,noahmfisk,"Toronto, Ontario","If you are able to help with the Gatorade on my wishlist, that would be amazing \xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f"
Sat Jan 01 18:28:46 +0000 2022,ignatius_jude,"Washington, DC",Omg the twins aged like FINE wine \xf0\x9f\xa5\xb4 #HarryPotter20thAnniversary
Sat Jan 01 18:28:46 +0000 2022,LeedsFA,"England, United Kingdom",Happy New Year \xf0\x9f\x8d\xbe https://t.co/hljVJDympE
Sat Jan 01 18:28:46 +0000 2022,Lassai_,"Manhattan, NY",@iamasterhealHER Happy new year sis!!!
Sat Jan 01 18:28:46 +0000 2022,joey_bay,"St Louis, MO","@vintagepuro Was this in a weekly pro? Do you know which edition, if so?"
Sat Jan 01 18:28:46 +0000 2022,TheManksy,"Los Angeles, CA",I am way short on sleep. Last night sound of explosions and lights in the sky scared us all. The four of us all dashed to hiding places. I hate illegal fireworks. https://t.co/yZcmZsDVtM
Sat Jan 01 18:28:46 +0000 2022,dennisjsaffran,"Queens, NY","@ptbrennan11 I loveD him but he's gone so tragically off the rails. Don't know if he really believes the stuff he spouts now or if it's all a cynical act, or which would be worse."
Sat Jan 01 18:28:46 +0000 2022,KTMcCormick2,"Truth or Consequences, NM","@TankSchottle Happy New Year, Tank."
Sat Jan 01 18:28:46 +0000 2022,waynesfca,"Los Angeles, CA",@Arendelle_Ariel @NineDaves @nbc \xf0\x9f\x92\xafimpressive
Sat Jan 01 18:28:46 +0000 2022,SafiKhanMagical,"Punjab, Pakistan",@ArmaanMalik22 Cool!
Sat Jan 01 18:28:46 +0000 2022,KwesiPiikae,"Sekondi Takoradi, Ghana",Lol he nogo fit beat shatta. Kai
Sat Jan 01 18:28:46 +0000 2022,coachthaabit,Sri Lanka,Thanks for the pic bro \xf0\x9f\x98\xba
Sat Jan 01 18:28:46 +0000 2022,GVEMediaPR,"Lake Shore, MD",Michener with no \xe2\x80\x9ct\xe2\x80\x9d. Don\xe2\x80\x99t know how that got in there. Sorry\xe2\x80\xa6
Sat Jan 01 18:28:46 +0000 2022,deadsobergirl,"Denver, CO",Such a cute snow fall for our first day of the year https://t.co/1E36o66jN9
Sat Jan 01 18:28:46 +0000 2022,DJ_Ajaxx,"Phoenix, AZ",@___Colb___ Get well soon man!
Sat Jan 01 18:28:46 +0000 2022,Massi_Perrone,Museum of Modern Art (MoMA),"""Dynamism of a Soccer Player""\n\nUmberto Boccioni, 1913.\n\n#MoMA https://t.co/9ExNAVspKh"
Sat Jan 01 18:28:47 +0000 2022,l33tguy,"Choeng Thale, Thailand","@ParisHilton Vibrant, healthy, 100% moisturized."
Sat Jan 01 18:28:46 +0000 2022,SafeMoonVeteran,"Florida, USA",Look Up #TimesSquare https://t.co/DeLVrDpgJR
Sat Jan 01 18:28:47 +0000 2022,beyoncefanacct,"Fort Worth, TX",happy birthday!!\xf0\x9f\xa5\xb3 @Fargo372
Sat Jan 01 18:28:47 +0000 2022,abe_rique,"Blackman, MI",@hello_meesh Yeah but they\xe2\x80\x99re taking their time and it\xe2\x80\x99s not just me.
Sat Jan 01 18:28:47 +0000 2022,cbriancpa,"Austin, TX",@JWellsCFO @kellie_parks @100daysnocode @blueprintbrian This will be fun!
Sat Jan 01 18:28:47 +0000 2022,SueG907,"Diamond Bar, CA",Yes please!!
Sat Jan 01 18:28:47 +0000 2022,OklahomieSooner,"Oklahoma City, OK",@MorganHearon Have you eaten yet?
Sat Jan 01 18:28:48 +0000 2022,matthewrnathan,"Manhattan, NY",Happy new year there\xe2\x80\x99s a DEAD MOUSE ON MY RUG
Sat Jan 01 18:28:48 +0000 2022,ProjectJosiee,"Riverside, CA",got my new years kiss \xf0\x9f\x98\x8c\xe2\x9c\x8c\xf0\x9f\x8f\xbd
Sat Jan 01 18:28:48 +0000 2022,BlaQuioxte,"Georgia, USA",I didn\xe2\x80\x99t know black people loved Betty White so much lol.
Sat Jan 01 18:28:48 +0000 2022,AmySmit57330902,"Vermont, USA",Leaving Vermont now back to Florida
Sat Jan 01 18:28:48 +0000 2022,carterlaura1223,"Dallas, TX","@HeatherDragonMa Oh dear \xf0\x9f\x98\xb2, the Temps are supposed to drop today, but Dallas is still at 70 degrees."
Sat Jan 01 18:28:47 +0000 2022,Ashamsii23,"دبي, الامارات العربية المتحدة","First January, what a day \xf0\x9f\x92\xa3 https://t.co/8wQh3Wuc1U"
Sat Jan 01 18:28:48 +0000 2022,myke_wells,"San Antonio, TX","Seriously y\xe2\x80\x99all, save your money \xf0\x9f\x92\xb0 \xf0\x9f\x91\x80\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f."
Sat Jan 01 18:28:48 +0000 2022,dj_fission,"Cincinnati, OH",Come see me @theblindpigcincy and start the new year off right! Music 930-130 leggo! @ The Blind Pig Cincinnati-Ohio https://t.co/fN7v6u7Ymz
Sat Jan 01 18:28:48 +0000 2022,MikeConrardy,"Frisco, TX","I'm excited about the Dallas Cowboys vs. Arizona Cardinals - AT&amp;T Stadium, Arlington, TX - Sun, Jan 2. Who's in? https://t.co/Q51PWwXPOr"
Sat Jan 01 18:28:48 +0000 2022,Macheda_Jeffrey,Malawi,@CalebTheMandem @Em_ocean_88 Sorry
Sat Jan 01 18:28:48 +0000 2022,Nemo_Marley,"Monroe, LA",@kyruechay Don\xe2\x80\x99t be feeling shit when you were loaded! I hate that \xf0\x9f\x98\xad.
Sat Jan 01 18:28:48 +0000 2022,Gbamboozle,"Las Vegas, NV",New Years res is to be stronger and tweet more
Sat Jan 01 18:28:48 +0000 2022,CoochieLover4L,"Hialeah, FL",Just saying a mf like me wouldn\xe2\x80\x99t have let Gwen Stacy die how she did
Sat Jan 01 18:28:48 +0000 2022,AlliRoxx,"Westminster, CO",Perfect day with my baby \xe2\x9d\xa4\xef\xb8\x8f https://t.co/HE1f0AukRz
Sat Jan 01 18:28:48 +0000 2022,ibsudais,"Kumasi, Ghana",@OmarAlkhoori7 @theMadridZone @AranchaMOBILE Oh good then
Sat Jan 01 18:28:48 +0000 2022,johnewing66,"Tempe, AZ","@Syd_Gallego @RubenGallego That's great, but can he do this! https://t.co/FfXB9j6F9D"
Sat Jan 01 18:28:48 +0000 2022,Kimbroughaj,"Raleigh, NC",@__Living__Well That foot and that arch is enough for me to say \xe2\x80\x9cI do \xe2\x80\x9c
Sat Jan 01 18:28:49 +0000 2022,jwagner_5,"Milbank, SD",@ISchmidtFaced @joshhorizonag @Citrowske_L @CbarJRanch @LouieDN @eichstadt_jay @schuelkecorn Says the guy who has a 370hp truck that he drives around flat ground but \xe2\x80\x9cit\xe2\x80\x99s not dog\xe2\x80\x9d lol. You\xe2\x80\x99re clueless
Sat Jan 01 18:28:49 +0000 2022,shankc0402,"Dubai, United Arab Emirates",@crzyfkinworld Don\xe2\x80\x99t! Soon alcohol shall consume you\xe2\x80\xa6
Sat Jan 01 18:28:49 +0000 2022,ATariq13,"Brooklyn, NY",@walaitee @Alam_Strikes Baat to apke bhe thk hai\xf0\x9f\x98\x82\xf0\x9f\x98\x82
Sat Jan 01 18:28:49 +0000 2022,Attorney_Eff,"Madrid, Spain",I love it \xf0\x9f\xa5\xb0\xf0\x9f\x98\x85
Sat Jan 01 18:28:49 +0000 2022,popsjaja,"Minneapolis, MN",Tweet of the year https://t.co/ThczxVF2eM
Sat Jan 01 18:28:50 +0000 2022,amyy_claire,"Milwaukee, WI",the last few years I was SO into fantasy but this season i quite literally couldn\xe2\x80\x99t care less about my teams. couldn\xe2\x80\x99t even tell ya the last time I checked my lineup
Sat Jan 01 18:28:50 +0000 2022,Reeve,"San Francisco, CA",On pace for 365 @onepeloton rides in 2022! #start22strong
Sat Jan 01 18:28:50 +0000 2022,mrcarlwesley,"Houston, TX",The Showdown Over Crypto &amp; Disruptive Technologies https://t.co/ZytkC58gju via @YouTube
Sat Jan 01 18:28:50 +0000 2022,DeniseHollis16,"Michigan, USA",\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\n\n\xf0\x9f\x99\x8f IN JESUS NAME THAT 2022\xc2\xa0 IS A BETTER YEAR FOR EVERYONE!\n\n\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f\n\n#LordGodAlmighty \n#DrPhil \n#DENISE \n#Denise \n\n@TheDrPhilShow \n@WGSFoundation \n@ivegotasecret_ \n@RobinMcGrawRev \n@Robin_McGraw \n@DrPhil \n@coachmikebayer \n@ArevaMartin https://t.co/sZi6jeoUTf
Sat Jan 01 18:28:50 +0000 2022,tmj_IL_facmgmt,"Chicago, IL","Want to work in Chicago, IL? View our latest opening: https://t.co/zw6qic5Igd #PropertyManager #PropertyMgmt"
Sat Jan 01 18:28:50 +0000 2022,MarcRenelique,"Jonesboro, AR",#NewYearsGRIND \xf0\x9f\x8e\x89\n1st Grind for \xf0\x9f\x97\x932022 it\xe2\x80\x99s only right our Academy started with thisDedicated participant.coming in to get herWORK in before practice. New Year should inspire you to Set Goals &amp; Plan in action.Continue to be great @HadlieGoodson26 and STAY FOCUS #Reach4TheStars \xe2\x9c\xa8 https://t.co/qtF45Elkqa
Sat Jan 01 18:28:50 +0000 2022,djadeelkhaan,"Rawalpindi, Pakistan",Not a good sign! \nFans from across the world was eagerly waiting for #RRRMovie but UNFORTUNATELY!!\nWhat is your take on this?\n#RRR #RRRPostponed #RRRTrailer #RRRPreReleaseEvent #RRRMovieCelebrations #JrNTR #RamCharan #SSRajamouli #AjayDevgan https://t.co/veR5Ct8n3W
Sat Jan 01 18:28:50 +0000 2022,SalihC3L3N,"Kütahya Merkez, Kütahya",@MetakingsAI Good thx. \n@nurettinar10 \n@GardiyanAsi \n@LokmanIltas \n#BSC #Solana #mtk #metakings #Metaverse
Sat Jan 01 18:28:50 +0000 2022,Coach_ZachyV,"Georgia, USA",This take is so annoying to hear every year. https://t.co/coku6dPjRA
Sat Jan 01 18:28:51 +0000 2022,RussellMiddle10,"Franklin, TN",@NC5 please put the basketball game on. The other local stations are not breaking into programming.
Sat Jan 01 18:28:50 +0000 2022,PLamRecruiting,Camping World Stadium,Looking to kick off 2022 with W No. 11: @HawkeyeFootball vs. @UKFootball in #Orlando. Second time at the #CitrusBowl. #Iowa beat #LSU on the final play of the game on \xe2\x80\x9cThe Catch\xe2\x80\x9d in first trip here. https://t.co/lSyOrKLGDK
Sat Jan 01 18:28:51 +0000 2022,AndrewJLarsen2,"Saddle Brook, NJ",@Topps To be better #NewYearsResolution
Sat Jan 01 18:28:51 +0000 2022,Blake_Berlin11,"Milwaukee, WI",@JohnHRuiz Happy new year to you and the familia Mr Ruiz! GO CANES!
Sat Jan 01 18:28:51 +0000 2022,travelfrmobile,"Mobile, AL",Currently sick with Covid-19 diagnosis. Feels like the flu in all seriousness.
Sat Jan 01 18:28:51 +0000 2022,Shibbu08,"New Delhi, India",New Year Vibe \xe2\x99\xa5\xef\xb8\x8f with @neetusingh8531 @himgimble @officialy_jonny1209 @ravicam22 @tera_arjun @ Vegas Mall Dwarka https://t.co/ZkysFreeX8
Sat Jan 01 18:28:51 +0000 2022,jchenelly,"New York, USA",#PetPeeves thread. I hope this is therapeutic. Try making one yourself. Hopefully we can self assess.
Sat Jan 01 18:28:51 +0000 2022,Tyra_Icyy,"Houston, TX",About to post my pics \xf0\x9f\xa5\xb0
Sat Jan 01 18:28:51 +0000 2022,aKCfan4ever,"Wichita, KS",@biglar631 Thanks \xf0\x9f\x98\x8a
Sat Jan 01 18:28:51 +0000 2022,LAGilman,"Seattle, WA","Max would like to wish everyone a happy, healthy (seriously this year, we mean it) new year! https://t.co/hO1PBJBUND"
Sat Jan 01 18:28:51 +0000 2022,William39729833,"London, Ontario",@RheaRipley_WWE Happy New Year https://t.co/VbuBZgYhab
Sat Jan 01 18:28:51 +0000 2022,jchenelly,"New York, USA","People who tweet interesting or controversial things and then don\xe2\x80\x99t reply to any questions or counterpoints. Own your tweets. If you\xe2\x80\x99re really here to inform, make the extra effort."
Sat Jan 01 18:28:52 +0000 2022,b2kdaman,Ukraine,This series is amazing. I hope I will get in these toons someday.
Sat Jan 01 18:28:52 +0000 2022,jchenelly,"New York, USA",Elected officials who use this platform as one-way communication. Use your website for that. Use social media to actually communicate. Those who do see it as worthwhile.
Sat Jan 01 18:28:52 +0000 2022,bephillip33,"New Boston, MI",I\xe2\x80\x99m starting the New Year off right. I\xe2\x80\x99m out here in Michigan hiking the Huron Metropark Trail. https://t.co/KFt3SgudpO
Sat Jan 01 18:28:52 +0000 2022,CurvyQ,"Portsmouth, MI","2022, the year my home becomes most like Pee Wee's in his first feature length film."
Sat Jan 01 18:28:52 +0000 2022,jchenelly,"New York, USA",Elected officials who don\xe2\x80\x99t have Twitter active accounts.
Sat Jan 01 18:28:52 +0000 2022,StressKiller13,"Mukono, Uganda","This app has some peace because Arsenal omutwe chwe otherwise the noise here, we couldn't have managed https://t.co/7LJFGWKg6U"
Sat Jan 01 18:28:52 +0000 2022,jchenelly,"New York, USA",Primary care doctors who don\xe2\x80\x99t follow up with a patient after being informed your patient has COVID or any other disease. The care shouldn\xe2\x80\x99t end after prescribing a treatment or medication.
Sat Jan 01 18:28:52 +0000 2022,Magics1981,"Green, OH","@AdamtheBullFAN It\xe2\x80\x99s a fair opinion though , not right or wrong , just a different opinion.  And probably a fair one."
Sat Jan 01 18:28:52 +0000 2022,danwarren6,"Toronto, Ontario",@VSKMakeup @leafguy403 @FultonReed6 @DerekFuller86 @CameronDurham16 @416Sport @PalmateersM @ConradHarvey15 @HARDNOSEDHOCKEY @JoeShedler @TorMapleJays @mikev527 @MISSION2210 @OFFSIDETALK @Maple_Leaf_Fan @OptimusReim47 @Paris__G @GHockeyCoach @CoachBombayy @DannieD2112 Thank u jina
Sat Jan 01 18:28:52 +0000 2022,109villaDavid,"Hampton, New Brunswick",@mcrue11 Perfect
Sat Jan 01 18:28:53 +0000 2022,jchenelly,"New York, USA",Small noises in the night.
Sat Jan 01 18:28:53 +0000 2022,D3custom91,"Charlotte, NC",I\xe2\x80\x99m the mood for som Pho that shit is addictive
Sat Jan 01 18:28:53 +0000 2022,jchenelly,"New York, USA",People who let or even encourage their dogs to pee on someone\xe2\x80\x99s lawn when there is community grassy space less than 12 feet away. I know sometimes this cannot be helped. But everyday means this is your intent. It burns the grass.
Sat Jan 01 18:28:53 +0000 2022,dkviper,"Warrenton, VA","Smaller bowl games are more fun when you view them as an exhibition for next season. No matter the victor today, the defense had made me feel good enough that I'll ride through the summer with unbridled optimism.\n\n15-0"
Sat Jan 01 18:28:53 +0000 2022,Terrc64338236,"Germantown, MD",I need this....
Sat Jan 01 18:28:53 +0000 2022,ArmaanSahil1999,"Rampur, India",@007sg @CAChirag @IncomeTaxIndia My opinion that This is Proof of some professional is not Professionals they just Hypocrite
Sat Jan 01 18:28:53 +0000 2022,Miah99566718,"Al Khobar, Kingdom of Saudi Arabia",@MrsThomasMHS Happy New year to you https://t.co/UHnKTyDRJw
Sat Jan 01 18:28:53 +0000 2022,jchenelly,"New York, USA",People who leave their vehicle at the pump after fueling to go in to buy a lotto ticket and MountainDew while there is a line for gas. Move your jalopy to a parking spot.
Sat Jan 01 18:28:53 +0000 2022,IhawanB,"Littleton, CO",Happy New year po Everyone. Welcome 2022\xc2\xa0 Thank you so much for your continued support. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x8e\x89\xf0\x9f\x87\xb5\xf0\x9f\x87\xad\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x8d\xa2 #ihawansacolorado #foodtruckincolorado #caterings #FilipinoStyleBbq #filipinofood #colorado #denverfoodie #denver #foodie #welcome2022 https://t.co/vZnY9dnfJ2
Sat Jan 01 18:28:53 +0000 2022,stillwithblue_,"Manhattan, NY",i like this a lot \xf0\x9f\x92\x9c \n\nshuffle your @BTS_twt playlist and the song that comes up is your vibe for the new year
Sat Jan 01 18:28:53 +0000 2022,tbentley08,"Texas, USA",@peonyloves08 Happy New Year Sevda..Keep Safe my Awesome friend...sending Blessings and Hugzzzzzzzzz https://t.co/x2iDIlVg8M
Sat Jan 01 18:28:53 +0000 2022,ottocolwill,"South West, England",omg does this mean a new alternate costume?!? https://t.co/bvtzik1kmt
Sat Jan 01 18:28:53 +0000 2022,Zeusdathunder,"Sindh, Pakistan",I will Music to be murdered by
Sat Jan 01 18:28:53 +0000 2022,jchenelly,"New York, USA","Twitter users who tweet pure hate or political opinions. In particular, those who are unconditionally partisan. No matter which side."
Sat Jan 01 18:28:53 +0000 2022,postmaamun,"Wyoming, USA",Ya I really just cannot be with an Apple Music using ass chick like tf I look like??
Sat Jan 01 18:28:53 +0000 2022,NikiMemphis92,"Nashville, TN",Your HBCU  BAND COULD NEVER!!!!!!!@tsuaristocrats
Sat Jan 01 18:28:53 +0000 2022,BG2020,"Minnesota, USA",Abby !!!
Sat Jan 01 18:28:54 +0000 2022,Gatorfamilybjj,"DeLand, FL","Just posted a photo @ Gator Family BJJ RMNU Deland, Fl. https://t.co/x16H0F3bsa"
Sat Jan 01 18:28:54 +0000 2022,Sinnenbergian,"Arlington, VA","Just posted a photo @ Arlington, Virginia https://t.co/ULK86jNFeC"
Sat Jan 01 18:28:54 +0000 2022,cymaegay,"Sunrise, FL",Happy New Year \xf0\x9f\xa5\xb3
Sat Jan 01 18:28:54 +0000 2022,drjanl,"Coconut Creek, FL","@uccat1960 @NikkiFried Cause they are scai of he,and justly so"
Sat Jan 01 18:28:54 +0000 2022,MainaHesbon,"Central, Kenya",First bring some coconut \xf0\x9f\x98\xa9
Sat Jan 01 18:28:54 +0000 2022,ConvictCharlie,"New York, USA",80 yards of visibility now https://t.co/HYWqK0CvLw
Sat Jan 01 18:28:54 +0000 2022,bigdzone,"St Louis, MO",@conman167 Liv better win .
Sat Jan 01 18:28:54 +0000 2022,suzyguymitchell,"Atlanta, GA",@apsupdate Mandatory Testing for students needs to begin.
Sat Jan 01 18:28:54 +0000 2022,smacwrestling,"Surrey, British Columbia","@alpharivelino Thank you, brother!  I appreciate you and your consistent efforts to educate and enlighten."
Sat Jan 01 18:28:54 +0000 2022,Jay2XPearson,"Birmingham, AL",@LBoogz_ We already starting out right lol
Sat Jan 01 18:28:54 +0000 2022,LiberalNerd1,"Eugene, OR","@irvgotti6716 Digging ourselves out of 4 years of hell and revealing all the racists Qcrazies. CRT and anti vaxxed, insurrectionists and CRT white protesters. Just seemed like a lot but you are tight 2020 was Hell too. Hard to came them straight."
Sat Jan 01 18:28:55 +0000 2022,melcielou,"Forestdale, AL",This look fun and something you gotta do when you tipsy \xf0\x9f\x98\x82
Sat Jan 01 18:28:55 +0000 2022,Turbofargo,"Victorville, CA",@deeoberndorfer1 To you as well!
Sat Jan 01 18:28:55 +0000 2022,jchenelly,"New York, USA",People who comment on a headline without first reading the linked article.
Sat Jan 01 18:28:55 +0000 2022,Zenoxx69,"Oklahoma City, OK",@MattValkyrie Fappy Nude Deer from OKC\xc2\xa1
Sat Jan 01 18:28:55 +0000 2022,G1RLUNLEASHED,"New Orleans, LA",still that BITCH
Sat Jan 01 18:28:55 +0000 2022,jchenelly,"New York, USA",Bandwagon sports fans.
Sat Jan 01 18:28:55 +0000 2022,AlexGJams,"Tampa, FL",Great New Years gig with Slight Return last night! @ Rick's on the River https://t.co/tRempXXuos
Sat Jan 01 18:28:55 +0000 2022,screaminglibral,"Burke, VA","@ghoti00 @shannonrwatts @MomsDemand Some are, indeed, reluctant to take bold actions like carving out a filibuster exemption for voting rights. That's why they need to hear from voters!! Call,text, email, tweet!! Pressure works!"
Sat Jan 01 18:28:55 +0000 2022,jchenelly,"New York, USA",Drivers who have the right of way but don\xe2\x80\x99t take it.
Sat Jan 01 18:28:55 +0000 2022,Maniac_CSGO,"Boudry, Suisse",@ssilviu More CS:GO!
Sat Jan 01 18:28:56 +0000 2022,jchenelly,"New York, USA",People who say there is no such thing as Santa.
Sat Jan 01 18:28:56 +0000 2022,IgorBeuker,"Santa Eulària des Riu, Espanya","F*ck the Moon and Mars. Set Saturn \xf0\x9f\xaa\x90 size goals.\n\nTransform your life and business. Dream bigger, do epic shit. \xf0\x9f\x91\x87\n\nGo big, go niche, or go home \xf0\x9f\xa7\x90 \xf0\x9f\x91\x87\n\nhttps://t.co/R2lVS7tDHv"
